"Source","Estudiante","Tarea","Tipología textual","Tema","Edad","Sexo","País","L1","Estudios","Edad de inicio en el estudio del español","Número de meses estudiando español","Contactos personales en países de habla española","Contexto a la izquierda","Elemento gramatical 1","Etiqueta 1","Lema 1","Palabra ortográfica 1","Información adicional 1","Contexto a la derecha"
"VAENG.xlsx","356","983","Correo electrónico","Cambio trabajo",63,"Mujer","Reino Unido","Inglés","Universidad",63,3,"No","A_veces , las sabados","vamos","VMIP1P","ir",NA,NA,"a el cine mirar una pelicula ."
"VAENG.xlsx","210","576","Nota/aviso","Nota llegar tarde",31,"Mujer","Canadá","Inglés","Universidad",28,5,"Amigos&Familiares","Vamos a comer y","vamos","VIIP1P","ir",NA,NA,"a beber de vino ."
"VAENG.xlsx","2278","6385","Correo electrónico","Cambio trabajo",22,"Mujer","Corea del Sur","Inglés","Universidad",21,6,"No","¡","Vamos","VIIP1P","ir",NA,NA,"a ver la película en sus tiempo libre !"
"VAENG.xlsx","210","576","Nota/aviso","Nota llegar tarde",31,"Mujer","Canadá","Inglés","Universidad",28,5,"Amigos&Familiares",NA,"Vamos","VIIP1P","ir",NA,NA,"a comer y vamos a beber de vino ."
"VAENG.xlsx","58","157","Correo electrónico","Cambio trabajo",61,"Hombre","Irlanda","Inglés","Otros",1,12,"No","Como con me amigos cada mes en los restaurantes en el centro de ciudad y","vamous","VMIP1P","ir",NA,NA,"a teatro o con el cine ."
"VAENG.xlsx","201","554","Correo electrónico","Familia",32,"Mujer","Francia","Inglés","Primaria",1,1,"No","Mi padres viven en el sur de Inglaterra y trabajan mucho pero cuando le poden ,","van","VMIP7P","ir",NA,NA,"en vacanciones an España ."
"VAENG.xlsx","96","259","Correo electrónico","Cambio trabajo",58,"Hombre","Irlanda","Inglés","Otros",25,20,"Amigos","Despues , fui possible relajar con un","vaos","NCMS","vaso",NA,NA,"de vino rioja y escuchar a la musica classica de Mozart ."
"VAENG.xlsx","201","552","Correo electrónico","Cambio trabajo",32,"Mujer","Francia","Inglés","Primaria",1,1,"No","Creo que es necessito de ver o hacer","varies","DQ-FP","varios",NA,NA,"cosas y quiera que mis ninos pensan como yo ."
"VAENG.xlsx","614","1702","Correo electrónico","Cambio trabajo",42,"Mujer","Corea del Sur","Inglés","Primaria",1,2,"Amigos","He vivido muchos lugares y","varios","DQ-MP","varios",NA,NA,"paises ( México , Gutemala , Eucador , Paraguay , Bolivia y Costa_Rica ) ."
"VAENG.xlsx","140","377","Correo electrónico","Familia",52,"Mujer","Estados Unidos","Inglés","Universidad",50,2,"Amigos","Mis primios tienen anos","varios","DQ-MP","varios",NA,NA,", entre dieciseis meses y doce anos ."
"VAENG.xlsx","98","266","Nota/aviso","Nota llegar tarde",60,"Hombre","Irlanda","Inglés","Primaria",1,3,"Amigos","Si","vas","VIIP2S","ir",NA,NA,"a salir no debes esperar me ."
"VAENG.xlsx","138","372","Correo electrónico","Familia",43,"Hombre","Corea del Sur","Inglés","Otros",42,10,"No","¡ Que te","vaya","VMTP8S","ir",NA,NA,"bien !"
"VAMOSENG.xlsx","55","150","Correo electrónico","Familia",52,"Mujer","Irlanda","Inglés","Otros",52,5,"Otros","A las fins de semanas ( los sabados )","vamos","VMIP1P","ir",NA,NA,"a las tiendas o las peliqulas , y a los Domingos , relajar nos ."
"VAMOSENG.xlsx","210","576","Nota/aviso","Nota llegar tarde",31,"Mujer","Canadá","Inglés","Universidad",28,5,"Amigos&Familiares","Posible","vamos","VIIP1P","ir",NA,NA,"a ver una pelicula despues ."
"VAMOSENG.xlsx","1629","4618","Correo electrónico","Familia",42,"Mujer","Australia","Inglés","Universidad",1,0,"No","Siempre mi hermana y yo","vamos","VMIP1P","ir",NA,NA,"a Brisbane por navidad y tenemos una fiesta juntos con mis primos , dios y dias ."
"VAMOSENG.xlsx","101","275","Nota/aviso","Nota llegar tarde",49,"Hombre","Irlanda","Inglés","Primaria",13,12,"No","Entonces","vamos","VIIP1P","ir",NA,NA,"ir a el bar para hablar politico con el gobiernor ."
"VAMOSENG.xlsx","101","275","Nota/aviso","Nota llegar tarde",49,"Hombre","Irlanda","Inglés","Primaria",13,12,"No","Mis amigos y mi","vamos","VMIP1P","ir",NA,NA,"a el iglesia y hablamos con el bishop ."
"VAMOSENG.xlsx","231","637","Correo electrónico","Cambio trabajo",28,"Hombre","Reino Unido","Inglés","Universidad",24,2,"Amigos","yo","vamos","VIIP1P","ir",NA,NA,"trabajar con tu en España en las meses proximas ."
"VAMOSENG.xlsx","356","983","Correo electrónico","Cambio trabajo",63,"Mujer","Reino Unido","Inglés","Universidad",63,3,"No","A_veces , las sabados","vamos","VMIP1P","ir",NA,NA,"a el cine mirar una pelicula ."
"VAMOSENG.xlsx","210","576","Nota/aviso","Nota llegar tarde",31,"Mujer","Canadá","Inglés","Universidad",28,5,"Amigos&Familiares","Vamos a comer y","vamos","VIIP1P","ir",NA,NA,"a beber de vino ."
"VAMOSENG.xlsx","2278","6385","Correo electrónico","Cambio trabajo",22,"Mujer","Corea del Sur","Inglés","Universidad",21,6,"No","¡","Vamos","VIIP1P","ir",NA,NA,"a ver la película en sus tiempo libre !"
"VAMOSENG.xlsx","210","576","Nota/aviso","Nota llegar tarde",31,"Mujer","Canadá","Inglés","Universidad",28,5,"Amigos&Familiares",NA,"Vamos","VIIP1P","ir",NA,NA,"a comer y vamos a beber de vino ."
"VANENG.xlsx","201","554","Correo electrónico","Familia",32,"Mujer","Francia","Inglés","Primaria",1,1,"No","Mi padres viven en el sur de Inglaterra y trabajan mucho pero cuando le poden ,","van","VMIP7P","ir",NA,NA,"en vacanciones an España ."
"VASENG.xlsx","98","266","Nota/aviso","Nota llegar tarde",60,"Hombre","Irlanda","Inglés","Primaria",1,3,"Amigos","Si","vas","VIIP2S","ir",NA,NA,"a salir no debes esperar me ."
"VOYENG.xlsx","57","154","Correo electrónico","Cambio trabajo",49,"Mujer","Irlanda","Inglés","Otros",48,13,"No","Mis hijos juegen mucho desportes y la fin de semana ,","voy","VMIP1S","ir",NA,NA,"a todo los matches ; balloncesto , soccer y football ."
"VOYENG.xlsx","98","266","Nota/aviso","Nota llegar tarde",60,"Hombre","Irlanda","Inglés","Primaria",1,3,"Amigos","Me siento pero","voy","VIIP1S","ir",NA,NA,"a llegará mu tarde a casa est noche ."
"VOYENG.xlsx","59","161","Nota/aviso","Nota llegar tarde",50,"Hombre","Irlanda","Inglés","Otros",49,12,"No","escribe esta carta porque","voy","VIIP1S","ir",NA,NA,"a un_poco tarde para llegar a casa este noche ."
"VOYENG.xlsx","2278","6385","Correo electrónico","Cambio trabajo",22,"Mujer","Corea del Sur","Inglés","Universidad",21,6,"No","Además ,","voy","VIIP1S","ir",NA,NA,"a explicar sobre las cosas que me gustan ."
"VOYENG.xlsx","1333","3774","Correo electrónico","Cambio trabajo",25,"Mujer","China","Inglés","Universidad",24,5,"Otros","Próximo mes","voy","VIIP1S","ir",NA,NA,"a cambiar mi lugar de trabajo a Madrid ."
"VOYENG.xlsx","356","983","Correo electrónico","Cambio trabajo",63,"Mujer","Reino Unido","Inglés","Universidad",63,3,"No","En dos meses","voy","VIIP1S","ir",NA,NA,"trabajar con ustedes en Nueva_York ."
"VOYENG.xlsx","59","161","Nota/aviso","Nota llegar tarde",50,"Hombre","Irlanda","Inglés","Otros",49,12,"No","No se por que pero esta muy importante que","voy","VMIP1S","ir",NA,NA,"a con ella ."
"VOYENG.xlsx","98","265","Correo electrónico","Cambio trabajo",60,"Hombre","Irlanda","Inglés","Primaria",1,3,"Amigos","Yo soy Juan y","voy","VIIP1S","ir",NA,NA,"a commencar a trabajar con vosotros en la semana que viene ."
"VOYENG.xlsx","138","371","Nota/aviso","Nota llegar tarde",43,"Hombre","Corea del Sur","Inglés","Otros",42,10,"No","Yo","voy","VIIP1S","ir",NA,NA,"a regresar a casa muy tarde esta noche ."
"VOYENG.xlsx","58","157","Correo electrónico","Cambio trabajo",61,"Hombre","Irlanda","Inglés","Otros",1,12,"No","A_veces","voy","VMIP1S","ir",NA,NA,"a comprar con me esposa en los tiendas pero no me gusta mucho ."
"VOYENG.xlsx","2740","7615","Nota/aviso","Nota llegar tarde",16,"Mujer","Japón","Inglés","Secundaria",8,96,"No","Yo","voy","VIIP1S","ir",NA,NA,"ir casa a las nueve_de_media ."
"VOYENG.xlsx","60","164","Nota/aviso","Nota llegar tarde",67,"Hombre","Irlanda","Inglés","Universidad",1,0,"No","Lo sciento pero","voy","VIIP1S","ir",NA,NA,"a un_poco tarde esta noce ."
"VOYENG.xlsx","2278","6386","Nota/aviso","Nota llegar tarde",22,"Mujer","Corea del Sur","Inglés","Universidad",21,6,"No","Queiro informar que","voy","VIIP1S","ir",NA,NA,"a llegar a casa tarde esta noche ."
"VOYENG.xlsx","55","148","Correo electrónico","Cambio trabajo",52,"Mujer","Irlanda","Inglés","Otros",52,5,"Otros","Llega a Irlanda mañana a la mediodía , y","voy","VMIP1S","ir",NA,NA,"a buscar le a el aeropuerto ."
"VOYENG.xlsx","1629","4616","Correo electrónico","Cambio trabajo",42,"Mujer","Australia","Inglés","Universidad",1,0,"No","A_menudo","voy","VMIP1S","ir",NA,NA,"a el gimnasio cuatro veces a gimnasio ."
"VOYENG.xlsx","56","152","Nota/aviso","Nota llegar tarde",23,"Hombre","Irlanda","Inglés","Universidad",20,12,"No","Pues","voy","VIIP1S","ir",NA,NA,"visitar la casa de mi amigo Mark por dos horas a practicar música con mi grupo ."
"VOYENG.xlsx","1631","4623","Nota/aviso","Nota llegar tarde",32,"Mujer","Reino Unido","Inglés","Universidad",1,3,"No","Tengo que trabajar porque mi jefe es muy molesto y dice no","voy","VMIP1S","ir",NA,NA,"a casa hasta yo termino todos ."
"VOYENG.xlsx","2741","7618","Nota/aviso","Nota llegar tarde",16,"Hombre","Japón","Inglés","Secundaria",14,16,"Amigos","Por eso ,","voy","VMIP1S","ir",NA,NA,"a el biblioteca en la escuela ."
"VOYENG.xlsx","138","371","Nota/aviso","Nota llegar tarde",43,"Hombre","Corea del Sur","Inglés","Otros",42,10,"No","Porqué you tengo el llave ,","voy","VIIP1S","ir",NA,NA,"a llegar a las 3_de_la_madrugada ."
"VOYENG.xlsx","210","576","Nota/aviso","Nota llegar tarde",31,"Mujer","Canadá","Inglés","Universidad",28,5,"Amigos&Familiares","A la fiesta","voy","VIIP1S","ir",NA,NA,"a ver muchos de mis amigos de universidad ."
"VOYENG.xlsx","1616","4582","Correo electrónico","Cambio trabajo",56,"Hombre","Estados Unidos","Inglés","Universidad",1,4,"No","Estudio espanol porque","voy","VMIP1S","ir",NA,NA,"a espania en abril ."
"VOYENG.xlsx","1632","4626","Nota/aviso","Nota llegar tarde",27,"Hombre","Australia","Inglés","Universidad",19,3,"No","Yo","voy","VIIP1S","ir",NA,NA,"a ser tarde para cenar - lo siento ."
"VOYENG.xlsx","54","146","Nota/aviso","Nota llegar tarde",45,"Mujer","Irlanda","Inglés","Otros",44,14,"No","Yo llega tarde hoy , porque gane algùn dinero y","voy","VIIP1S","ir",NA,NA,"a comprar por las ropa neuvas y despuès quedo mi amiga Deirdre por la cena ."
"VOYENG.xlsx","55","150","Correo electrónico","Familia",52,"Mujer","Irlanda","Inglés","Otros",52,5,"Otros","Tengo un novio que vive en Mallorca , y","voy","VMIP1S","ir",NA,NA,"a Mallorca una vez para un mes ."
"VOYENG.xlsx","770","2143","Nota/aviso","Nota llegar tarde",45,"Hombre","Filipinas","Inglés","Universidad",44,2,"No","Y depues , me","voy","VMIP1S","ir",NA,NA,"rectamente a casa ."
"VOYENG.xlsx","210","576","Nota/aviso","Nota llegar tarde",31,"Mujer","Canadá","Inglés","Universidad",28,5,"Amigos&Familiares","Quiero te decir que","voy","VIIP1S","ir",NA,NA,"a llegar tarde a la casa esta noche ."
"VOYENG.xlsx","210","576","Nota/aviso","Nota llegar tarde",31,"Mujer","Canadá","Inglés","Universidad",28,5,"Amigos&Familiares","No esper me porque no se a que hora","voy","VIIP1S","ir",NA,NA,"a llegar ."
"VOYENG.xlsx","98","266","Nota/aviso","Nota llegar tarde",60,"Hombre","Irlanda","Inglés","Primaria",1,3,"Amigos","Es possible que no","voy","VIIP1S","ir",NA,NA,"a llegar a la casa nates de medianoche ."
"VOYENG.xlsx","1629","4616","Correo electrónico","Cambio trabajo",42,"Mujer","Australia","Inglés","Universidad",1,0,"No","Me gusta ver las peliculas diferentes , y","voy","VMIP1S","ir",NA,NA,"el cine sola o con algunas personas ."
"VOYENG.xlsx","57","154","Correo electrónico","Cambio trabajo",49,"Mujer","Irlanda","Inglés","Otros",48,13,"No","En los proximos meses ,","voy","VIIP1S","ir",NA,NA,"trabajar con os ."
"VOYENG.xlsx","1333","3774","Correo electrónico","Cambio trabajo",25,"Mujer","China","Inglés","Universidad",24,5,"Otros","Yo","voy","VIIP1S","ir",NA,NA,"a ser tu companero nuevo de trabajo ."
"VOYENG.xlsx","56","152","Nota/aviso","Nota llegar tarde",23,"Hombre","Irlanda","Inglés","Universidad",20,12,"No",NA,"Voy","VIIP1S","ir",NA,NA,"lluegar muy tarde a casa esta noche por que tengo que trabajar tarde en la tienda ."
"VOYENG.xlsx","201","553","Nota/aviso","Nota llegar tarde",32,"Mujer","Francia","Inglés","Primaria",1,1,"No",NA,"Voy","VIIP1S","ir",NA,NA,"a leggar tarde esta noche y por_favor no esparais de ver me ."
"VOYENG.xlsx","210","576","Nota/aviso","Nota llegar tarde",31,"Mujer","Canadá","Inglés","Universidad",28,5,"Amigos&Familiares",NA,"Voy","VMIP1S","ir",NA,NA,"a un fiesta esta noche a la casa de una amiga ."
"VOYENG.xlsx","1616","4583","Nota/aviso","Nota llegar tarde",56,"Hombre","Estados Unidos","Inglés","Universidad",1,4,"No",NA,"Voy","VMIP1S","ir",NA,NA,"a las peliculas esta tarde ."
"VOYENG.xlsx","2741","7618","Nota/aviso","Nota llegar tarde",16,"Hombre","Japón","Inglés","Secundaria",14,16,"Amigos",NA,"Voy","VIIP1S","ir",NA,NA,"a llegar tarde a casa porque necesito estudia para mi examen el lunes ."
"VOYENG.xlsx","59","160","Correo electrónico","Cambio trabajo",50,"Hombre","Irlanda","Inglés","Otros",49,12,"No",NA,"Voy","VMIP1S","ir",NA,NA,"a Mallorca dos o tres veces ano ."
"VOYENG.xlsx","95","257","Nota/aviso","Nota llegar tarde",50,"Mujer","Irlanda","Inglés","Primaria",49,8,"Amigos",NA,"Voy","VIIP1S","ir",NA,NA,"estar a casa tarde , no nececitas esparar le ."
"VOYENG.xlsx","1616","4583","Nota/aviso","Nota llegar tarde",56,"Hombre","Estados Unidos","Inglés","Universidad",1,4,"No",NA,"Voy","VMIP1S","ir",NA,NA,"a la casa son ocho en la noche !"
"VOYENG.xlsx","1616","4582","Correo electrónico","Cambio trabajo",56,"Hombre","Estados Unidos","Inglés","Universidad",1,4,"No",NA,"Voy","VMIP1S","ir",NA,NA,"a el gimnasio cuatro veces por semana ."
"VOYENG.xlsx","53","143","Nota/aviso","Nota llegar tarde",57,"Hombre","Irlanda","Inglés","Otros",54,12,"No","Creo lo que","Voy","VMIP1S","ir",NA,NA,"manaña a tu casa si el tren fija te ."
"VOYENG.xlsx","1622","4601","Nota/aviso","Nota llegar tarde",15,"Hombre","Estados Unidos","Inglés","Primaria",54,5,"Amigos",NA,"Voy","VIIP1S","ir",NA,NA,"a comer con mis amigos cerca de el escuela ."
"VOYENG.xlsx","1333","3775","Nota/aviso","Nota llegar tarde",25,"Mujer","China","Inglés","Universidad",24,5,"Otros",NA,"Voy","VIIP1S","ir",NA,NA,"a llegar a casa un_poco tarde ."
"VOYENG.xlsx","98","265","Correo electrónico","Cambio trabajo",60,"Hombre","Irlanda","Inglés","Primaria",1,3,"Amigos",NA,"Voy","VIIP1S","ir",NA,NA,"a terminar ahora y espero que los vivire la Lunes que viene ,"
"VOYENG.xlsx","61","166","Correo electrónico","Cambio trabajo",15,"Mujer","Irlanda","Inglés","Primaria",1,10,"No",NA,"Voy","VMIP1S","ir",NA,NA,"a el cine algunas veces ."
"VOYENG.xlsx","98","265","Correo electrónico","Cambio trabajo",60,"Hombre","Irlanda","Inglés","Primaria",1,3,"Amigos",NA,"Voy","VMIP1S","ir",NA,NA,"a el pub con mis amigos uno o dos veces cada semana ."
"VOYENG.xlsx","55","150","Correo electrónico","Familia",52,"Mujer","Irlanda","Inglés","Otros",52,5,"Otros",NA,"Voy","VIIP1S","ir",NA,NA,"a ir a Mallorca en el proximo lunes para una semana ."
